,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other
portal_2022,0.61,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.37
portal_2023,1.19,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,8.78
portal_2024,0.36,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,9.61
portal_2025,0.73,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,9.24
portal_2026,0.03,0.01,0.00,0.00,0.02,0.00,0.04,0.00,0.00,1.84,8.05
portal_2027,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.70,8.26
portal_2028,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,2.15,7.77
portal_2029,0.05,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,3.55,6.38
portal_2030,0.47,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.04,9.39
portal_2031,0.31,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.03,9.55
portal_2032,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,1.89,8.08
portal_2033,0.58,0.01,0.00,0.04,0.04,0.01,0.07,0.00,0.00,0.07,9.18
portal_2034,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,9.89
portal_2035,0.02,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.37,9.55
portal_2036,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.07,9.89
portal_2037,0.05,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,4.07,5.83
portal_2038,0.08,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,3.86,6.03
portal_2039,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.41,8.55
portal_2040,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.19,9.76
portal_2041,1.42,0.00,0.00,0.01,0.01,0.00,0.05,0.00,0.00,0.14,8.37
portal_2042,0.01,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.21,9.73
portal_2043,0.89,0.00,0.00,0.02,0.12,0.00,0.08,0.00,0.00,0.03,8.85
portal_2044,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,1.91,8.04
portal_2045,0.23,0.01,0.00,0.00,0.03,0.00,0.11,0.00,0.00,2.81,6.80
portal_2046,0.36,0.01,0.00,0.00,0.03,0.00,0.15,0.00,0.01,1.82,7.62
portal_2047,0.28,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.06,9.59
portal_2048,0.31,0.01,0.00,0.04,0.04,0.01,0.05,0.00,0.00,0.04,9.50
portal_2049,0.57,0.00,0.00,0.02,0.02,0.00,0.10,0.00,0.00,0.02,9.26
portal_2050,0.53,0.00,0.00,0.02,0.02,0.00,0.07,0.00,0.00,0.06,9.29
portal_2051,0.50,0.00,0.00,0.04,0.03,0.00,0.09,0.00,0.00,0.06,9.28
portal_2052,0.49,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,9.48
portal_2053,0.10,0.00,0.00,0.00,0.04,0.00,0.01,0.00,0.00,3.64,6.20
portal_2054,0.03,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,2.94,7.01
portal_2055,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.15,9.81
portal_2056,0.54,0.00,0.00,0.04,0.03,0.00,0.05,0.00,0.00,0.04,9.29
portal_2057,0.81,0.00,0.00,0.02,0.02,0.00,0.10,0.00,0.00,0.02,9.02
portal_2058,0.37,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.05,9.49
portal_2059,0.93,0.01,0.00,0.06,0.05,0.01,0.11,0.00,0.00,0.04,8.78
portal_2060,0.81,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.17
portal_2061,0.09,0.00,0.00,0.00,0.02,0.00,0.12,0.00,0.00,0.68,9.07
portal_2062,0.62,0.00,0.00,0.07,0.06,0.01,0.09,0.00,0.00,0.19,8.95
portal_2063,0.47,0.01,0.00,0.04,0.04,0.01,0.12,0.00,0.00,0.06,9.25
portal_2064,0.11,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,2.82,7.04
portal_2065,0.17,0.01,0.00,0.00,0.03,0.01,0.12,0.00,0.01,1.38,8.27
portal_2066,0.12,0.01,0.00,0.00,0.02,0.00,0.08,0.00,0.01,1.00,8.77
portal_2067,0.31,0.00,0.00,0.02,0.03,0.00,0.04,0.00,0.00,0.04,9.56
portal_2068,0.04,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,1.72,8.18
portal_2069,0.42,0.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.03,9.50
portal_2070,0.33,0.00,0.00,0.01,0.01,0.00,0.03,0.00,0.00,0.05,9.56
portal_2071,0.17,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.04,9.71
portal_2072,0.65,0.01,0.00,0.05,0.04,0.01,0.11,0.00,0.00,0.06,9.07
portal_2073,0.14,0.00,0.00,0.01,0.02,0.00,0.04,0.00,0.00,0.04,9.75
portal_2074,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.20,9.76
portal_2075,0.13,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.04,9.81
portal_2076,0.15,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.01,1.17,8.57
portal_2077,0.17,0.00,0.00,0.01,0.02,0.00,0.04,0.00,0.00,0.03,9.72
portal_2078,0.09,0.00,0.00,0.00,0.01,0.00,0.07,0.00,0.00,3.30,6.53
portal_2079,0.22,0.00,0.00,0.00,0.01,0.00,0.09,0.00,0.00,0.46,9.21
portal_2080,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.08,9.87
portal_2081,0.13,0.00,0.00,0.00,0.01,0.00,0.12,0.00,0.00,0.56,9.17
portal_2082,0.02,0.01,0.00,0.00,0.01,0.00,0.04,0.00,0.01,0.56,9.34
portal_2083,0.03,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.01,0.61,9.31
portal_2084,0.20,0.00,0.00,0.01,0.02,0.00,0.03,0.00,0.00,0.09,9.65
portal_2085,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.44,8.53
portal_2086,0.01,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.00,1.54,8.39
portal_2087,0.46,0.00,0.00,0.03,0.04,0.00,0.05,0.00,0.00,0.02,9.40
portal_2088,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.89,9.08
portal_2089,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.83,9.13
portal_2090,0.04,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,3.92,6.00
portal_2091,1.11,0.00,0.00,0.03,0.04,0.01,0.10,0.00,0.00,0.20,8.51
portal_2092,0.07,0.01,0.00,0.00,0.01,0.00,0.03,0.00,0.00,2.25,7.64
portal_2093,0.05,0.00,0.00,0.00,0.02,0.00,0.07,0.00,0.00,0.95,8.90
portal_2094,0.26,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.01,9.68
portal_2095,0.38,0.00,0.00,0.01,0.02,0.00,0.05,0.00,0.00,0.05,9.48
portal_2096,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.10,9.83
portal_2097,0.71,0.01,0.00,0.00,0.01,0.01,0.08,0.00,0.00,0.10,9.06
portal_2098,0.31,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.01,9.63
portal_2099,0.84,0.01,0.00,0.00,0.01,0.01,0.06,0.00,0.00,0.10,8.97
portal_2100,0.06,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,4.19,5.71
portal_2101,0.02,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,4.03,5.91
portal_2102,0.04,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,4.10,5.82
portal_2103,0.20,0.00,0.00,0.02,0.02,0.00,0.04,0.00,0.00,0.02,9.68
portal_2104,0.54,0.00,0.00,0.00,0.04,0.01,0.13,0.00,0.01,2.78,6.49
portal_2105,0.54,0.01,0.00,0.02,0.03,0.00,0.07,0.00,0.00,0.06,9.27
portal_2106,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,9.66
portal_2107,0.28,0.00,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.04,9.63
portal_2108,0.23,0.00,0.00,0.00,0.01,0.00,0.19,0.00,0.00,0.78,8.79
portal_2109,1.27,0.00,0.00,0.02,0.03,0.00,0.11,0.00,0.00,0.14,8.42
portal_2110,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,9.66
portal_2111,0.09,0.01,0.00,0.00,0.02,0.00,0.08,0.00,0.01,1.35,8.44
portal_2112,0.41,0.00,0.00,0.02,0.02,0.00,0.05,0.00,0.00,0.06,9.43
portal_2113,0.08,0.00,0.00,0.00,0.03,0.00,0.06,0.00,0.01,0.68,9.14
portal_2114,0.06,0.01,0.00,0.00,0.13,0.01,0.02,0.00,0.00,3.90,5.87
portal_2115,0.08,0.01,0.00,0.00,0.03,0.00,0.07,0.00,0.01,1.60,8.20
portal_2116,1.30,0.00,0.00,0.01,0.00,7.46,0.00,0.88,0.00,0.00,0.35
portal_2117,2.01,0.00,0.00,0.00,0.00,7.18,0.00,0.00,0.00,0.08,0.73
portal_2118,3.15,0.00,0.00,0.01,0.00,3.65,0.01,0.02,0.00,0.18,2.98
portal_2119,4.12,0.00,0.00,0.01,0.00,3.08,0.01,0.01,0.00,0.13,2.62
portal_2120,1.03,0.00,0.00,0.00,0.00,8.32,0.00,0.00,0.00,0.16,0.49
portal_2121,9.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
portal_2122,1.34,0.00,0.00,0.01,0.01,4.15,0.01,0.03,0.00,1.21,3.24
portal_2123,1.17,0.00,0.00,0.00,0.00,8.38,0.00,0.00,0.00,0.05,0.39
portal_2124,2.65,0.00,0.00,0.00,0.00,4.88,0.00,0.01,0.00,0.10,2.36
portal_2125,5.25,0.00,0.00,0.00,0.00,4.04,0.00,0.00,0.00,0.01,0.69
portal_2126,1.25,0.00,0.00,0.00,0.00,8.47,0.00,0.00,0.00,0.10,0.17
portal_2127,2.63,0.00,0.00,0.01,0.01,4.09,0.01,0.02,0.00,0.37,2.86
portal_2128,1.84,0.00,0.00,0.02,0.01,4.36,0.03,0.01,0.00,0.64,3.08
portal_2129,2.77,0.00,0.00,0.01,0.01,3.87,0.01,0.02,0.00,0.13,3.19
portal_2130,3.35,0.01,0.01,0.30,0.01,4.50,0.07,0.89,0.00,0.45,0.41
portal_2131,0.78,0.00,0.00,0.01,0.00,1.99,0.00,1.37,0.00,1.93,3.90
portal_2132,6.43,0.02,0.08,0.03,0.05,0.91,0.09,0.11,0.00,0.31,1.95
portal_2133,4.23,0.00,0.00,0.00,0.01,1.97,0.00,0.01,0.00,0.81,2.94
portal_2134,4.29,0.00,0.01,0.01,0.00,1.22,0.02,0.08,0.00,0.69,3.67
portal_2135,4.77,0.01,0.01,0.01,0.00,2.19,0.01,0.00,0.00,1.06,1.94
portal_2136,1.99,0.00,0.00,0.01,0.00,2.76,0.01,0.01,0.00,2.85,2.37
portal_2137,0.91,0.00,0.00,0.01,0.00,2.10,0.00,1.23,0.00,1.93,3.81
portal_2138,5.78,0.02,0.02,0.01,0.03,2.51,0.02,0.26,0.00,0.32,1.02
portal_2139,2.39,0.01,0.04,0.02,0.01,5.23,0.03,0.01,0.00,0.54,1.72
portal_2140,4.90,0.01,0.00,0.04,0.00,3.91,0.00,0.01,0.00,0.23,0.90
portal_2141,2.11,0.00,0.00,0.00,0.01,5.43,0.00,0.31,0.00,0.91,1.22
portal_2142,3.78,0.03,0.12,0.06,0.01,4.30,0.10,0.03,0.01,0.66,0.90
portal_2143,5.25,0.01,0.00,0.02,0.02,1.66,0.02,0.15,0.00,0.22,2.67
portal_2144,1.90,0.01,0.23,0.07,0.02,1.62,0.00,0.10,0.00,0.32,5.72
portal_2145,3.12,0.00,0.09,0.30,0.01,0.78,0.04,0.00,0.00,0.13,5.54
portal_2146,6.94,0.00,0.00,0.00,0.01,0.12,0.03,0.74,0.00,0.54,1.62
portal_2147,5.85,0.00,0.00,0.30,0.02,2.25,0.01,0.07,0.00,0.12,1.38
portal_2148,0.75,0.00,0.00,0.00,0.03,7.07,0.01,0.01,0.00,0.26,1.88
portal_2149,7.91,0.00,0.00,0.00,0.00,0.24,0.04,0.03,0.00,0.49,1.29
portal_2150,9.23,0.00,0.00,0.00,0.00,0.26,0.00,0.01,0.00,0.03,0.48
portal_2151,8.72,0.00,0.00,0.00,0.00,0.51,0.00,0.35,0.00,0.05,0.36
portal_2152,7.63,0.00,0.00,0.00,0.00,0.19,0.04,0.04,0.00,0.43,1.67
portal_2153,9.06,0.00,0.00,0.00,0.00,0.61,0.00,0.01,0.00,0.06,0.26
portal_2154,6.34,0.00,0.01,0.02,0.04,1.82,0.03,0.56,0.00,0.02,1.17
portal_2155,7.61,0.00,0.00,0.03,0.01,0.97,0.00,0.09,0.00,0.71,0.57
portal_2156,6.58,0.00,0.01,0.01,0.03,1.55,0.04,0.60,0.00,0.03,1.15
portal_2157,7.44,0.00,0.00,0.02,0.02,1.54,0.00,0.07,0.00,0.44,0.46
portal_2158,5.72,0.00,0.00,0.01,0.00,4.13,0.00,0.03,0.00,0.01,0.10
portal_2159,6.64,0.00,0.00,0.07,0.01,1.90,0.00,0.15,0.00,0.32,0.92
portal_2160,6.93,0.00,0.00,0.12,0.00,1.80,0.00,0.04,0.00,0.74,0.35
portal_2161,5.77,0.00,0.00,0.02,0.01,2.25,0.01,1.19,0.00,0.02,0.73
portal_2162,2.44,0.00,0.70,0.04,0.02,1.30,1.31,2.59,0.00,0.68,0.91
portal_2163,6.30,0.00,0.06,0.01,0.03,2.70,0.06,0.63,0.00,0.01,0.21
portal_2164,8.10,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.01
portal_2165,2.28,0.00,0.00,0.00,0.02,5.97,0.00,1.52,0.00,0.04,0.17
portal_2166,7.49,0.00,0.00,0.00,0.01,0.07,0.02,1.38,0.00,0.09,0.93
portal_2167,7.60,0.00,0.00,0.00,0.02,0.07,0.03,1.27,0.00,0.07,0.93
portal_2168,6.04,0.00,0.04,0.00,0.10,0.71,0.09,1.80,0.00,0.26,0.96
portal_2169,5.96,0.00,0.00,0.02,0.01,2.32,0.01,0.91,0.00,0.02,0.74
portal_2170,6.04,0.00,0.00,0.01,0.17,2.35,0.01,1.00,0.00,0.03,0.38
portal_2171,6.29,0.00,0.03,0.03,0.03,1.24,0.05,0.68,0.00,0.04,1.60
portal_2172,5.26,0.00,0.01,0.01,0.08,2.95,0.01,1.22,0.00,0.16,0.29
portal_2173,2.68,0.00,0.26,0.05,0.55,1.28,0.40,3.05,0.00,1.11,0.62
portal_2174,2.74,0.00,0.83,0.01,0.01,1.07,1.16,2.56,0.00,0.77,0.85
portal_2175,3.08,0.00,0.90,0.03,0.04,0.41,1.22,2.51,0.00,0.24,1.57
portal_2176,2.95,0.00,0.91,0.04,0.06,0.41,1.37,2.52,0.00,0.18,1.57
portal_2177,2.57,0.00,1.15,0.00,0.03,0.48,1.27,2.90,0.00,0.43,1.17
portal_2178,7.05,0.00,0.01,0.01,0.04,1.22,0.03,0.59,0.00,0.02,1.02
portal_2179,5.18,0.00,0.18,0.05,0.13,0.62,0.54,1.34,0.00,1.08,0.88
portal_2180,2.66,0.00,0.00,0.00,0.06,6.29,0.00,0.76,0.00,0.01,0.22
portal_2181,5.15,0.00,0.06,0.01,0.08,3.56,0.10,0.82,0.00,0.01,0.21
portal_2182,6.11,0.00,0.00,0.02,0.01,2.17,0.02,0.89,0.00,0.02,0.76
portal_2183,4.29,0.00,0.90,0.00,0.02,2.94,0.07,0.36,0.00,0.01,1.40
portal_2184,4.32,0.00,0.00,0.01,0.11,4.11,0.00,1.25,0.00,0.01,0.18
portal_2185,3.44,0.00,0.01,0.01,0.02,2.55,0.55,2.47,0.00,0.19,0.75
portal_2186,8.48,0.00,0.00,0.00,0.00,0.04,0.00,0.88,0.00,0.11,0.49
portal_2187,7.52,0.00,0.00,0.00,0.01,0.43,0.01,1.00,0.00,0.06,0.97
portal_2188,8.14,0.00,0.00,0.00,0.02,0.04,0.00,1.05,0.00,0.10,0.64
portal_2189,7.48,0.00,0.00,0.00,0.03,0.18,0.01,1.43,0.00,0.12,0.75
portal_2190,7.25,0.00,0.00,0.00,0.00,0.21,0.00,1.57,0.00,0.04,0.92
portal_2191,4.35,0.00,0.01,0.01,0.06,2.97,0.22,1.22,0.00,0.10,1.05
portal_2192,4.70,0.00,0.01,0.02,0.02,1.64,0.13,2.42,0.00,0.12,0.94
portal_2193,7.34,0.00,0.00,0.00,0.00,0.09,0.01,1.55,0.00,0.03,0.97
portal_2194,5.98,0.00,0.01,0.01,0.02,2.30,0.03,0.55,0.00,0.01,1.09
portal_2195,6.11,0.00,0.01,0.01,0.04,2.10,0.04,0.60,0.00,0.02,1.07
portal_2196,4.40,0.00,0.69,0.02,0.18,1.07,1.02,0.84,0.00,0.85,0.92
portal_2197,6.31,0.00,0.18,0.01,0.90,0.21,0.01,0.84,0.00,0.82,0.71
portal_2198,7.05,0.00,0.00,0.01,0.03,1.14,0.02,0.80,0.00,0.02,0.92
portal_2199,7.04,0.00,0.00,0.03,0.01,1.68,0.00,0.10,0.00,0.53,0.60
portal_2200,5.64,0.00,0.01,0.00,0.05,3.44,0.12,0.49,0.00,0.01,0.23
portal_2201,3.53,0.00,0.00,0.01,0.01,5.95,0.01,0.04,0.00,0.22,0.23
portal_2202,5.04,0.00,0.00,0.01,0.01,4.01,0.00,0.03,0.00,0.37,0.53
portal_2203,3.09,0.00,1.04,0.00,0.01,0.64,1.98,1.73,0.00,0.39,1.11
portal_2204,4.44,0.00,0.57,0.02,0.22,0.95,1.21,0.76,0.00,0.79,1.03
portal_2205,4.95,0.00,0.00,0.01,0.01,3.65,0.02,0.60,0.00,0.02,0.74
portal_2206,4.62,0.00,0.00,0.01,0.15,3.48,0.01,1.39,0.00,0.07,0.26
portal_2207,8.41,0.00,0.02,0.00,0.03,0.04,0.00,0.90,0.00,0.13,0.46
portal_2208,7.30,0.00,0.01,0.00,0.00,0.16,0.01,1.46,0.00,0.04,1.01
portal_2209,3.63,0.00,0.00,0.01,0.03,3.70,0.34,1.47,0.00,0.05,0.77
portal_2210,6.96,0.00,0.00,0.00,0.00,2.36,0.01,0.08,0.00,0.15,0.42
portal_2211,6.28,0.00,0.00,0.02,0.02,2.02,0.02,0.85,0.00,0.02,0.78
portal_2212,8.35,0.00,0.01,0.00,0.01,0.04,0.00,0.91,0.00,0.19,0.49
portal_2213,7.33,0.00,0.01,0.00,0.02,1.30,0.01,0.17,0.00,0.12,1.03
portal_2214,3.64,0.00,0.23,0.01,0.05,3.23,0.02,1.15,0.00,0.53,1.14
portal_2215,4.50,0.00,0.91,0.01,0.11,0.09,0.86,2.03,0.00,0.77,0.72
portal_2216,5.68,0.01,0.24,0.03,0.15,0.36,0.92,0.89,0.00,0.90,0.81
portal_2217,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2218,0.98,0.00,0.00,0.00,0.00,9.01,0.00,0.00,0.00,0.00,0.01
portal_2219,0.41,0.00,0.00,0.00,0.00,9.58,0.00,0.00,0.00,0.00,0.01
portal_2220,0.12,0.00,0.00,0.00,0.00,9.87,0.00,0.00,0.00,0.00,0.01
portal_2221,0.42,0.00,0.00,0.00,0.00,9.58,0.00,0.00,0.00,0.00,0.00
portal_2222,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.02
portal_2223,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2224,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2225,0.85,0.00,0.00,0.00,0.00,8.90,0.00,0.00,0.00,0.00,0.26
portal_2226,0.05,0.00,0.00,0.00,0.01,9.92,0.00,0.00,0.00,0.00,0.01
portal_2227,0.80,0.00,0.00,0.00,0.00,9.19,0.00,0.00,0.00,0.00,0.01
portal_2228,0.25,0.00,0.00,0.00,0.00,9.56,0.00,0.00,0.00,0.03,0.16
portal_2229,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2230,0.03,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.00
portal_2231,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_2232,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2233,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2234,0.34,0.00,0.00,0.00,0.00,9.66,0.00,0.00,0.00,0.00,0.00
portal_2235,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_2236,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_2237,0.70,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,0.00,0.00
portal_2238,0.85,0.00,0.00,0.00,0.00,9.15,0.00,0.00,0.00,0.00,0.00
portal_2239,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2240,0.08,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.00,0.00
portal_2241,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_2242,0.57,0.00,0.00,0.00,0.00,9.43,0.00,0.00,0.00,0.00,0.00
portal_2243,0.71,0.00,0.00,0.00,0.00,9.29,0.00,0.00,0.00,0.00,0.00
portal_2244,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2245,0.00,0.00,0.00,0.00,0.00,6.45,0.02,0.00,0.00,0.05,3.48
portal_2246,0.45,0.00,0.00,0.00,0.00,9.38,0.00,0.00,0.00,0.00,0.17
portal_2247,0.04,0.00,0.00,0.00,0.00,9.95,0.00,0.00,0.00,0.00,0.00
portal_2248,0.06,0.00,0.02,0.00,0.42,9.43,0.02,0.00,0.00,0.00,0.06
portal_2249,0.05,0.00,0.01,0.00,0.10,9.81,0.01,0.00,0.00,0.00,0.02
portal_2250,0.09,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.00,0.01
portal_2251,0.04,0.00,0.00,0.00,0.00,9.67,0.00,0.00,0.00,0.00,0.28
portal_2252,0.25,0.00,0.00,0.00,0.00,9.74,0.00,0.00,0.00,0.00,0.01
portal_2253,0.04,0.00,0.01,0.00,0.31,9.57,0.03,0.00,0.00,0.00,0.03
portal_2254,0.02,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00
portal_2255,0.29,0.00,0.00,0.00,0.00,9.71,0.00,0.00,0.00,0.00,0.00
portal_2256,0.64,0.00,0.00,0.00,0.00,9.36,0.00,0.00,0.00,0.00,0.00
portal_2257,0.54,0.00,0.00,0.00,0.03,9.21,0.05,0.00,0.01,0.04,0.11
portal_2258,0.07,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.00,0.01
portal_2259,0.28,0.00,0.00,0.00,0.00,9.72,0.00,0.00,0.00,0.00,0.00
portal_2260,0.00,0.00,0.00,0.00,0.00,7.37,0.00,0.00,0.00,0.02,2.60
portal_2261,0.97,0.00,0.00,0.00,0.00,9.02,0.00,0.00,0.00,0.00,0.00
portal_2262,0.42,0.00,0.00,0.00,0.00,9.45,0.02,0.00,0.00,0.01,0.11
portal_2263,0.84,0.01,0.01,0.00,0.01,4.23,0.27,0.00,0.00,1.03,3.59
portal_2264,0.00,0.00,0.00,0.00,0.00,7.19,0.00,0.00,0.00,0.00,2.80
portal_2265,0.14,0.00,0.00,0.00,0.00,9.44,0.00,0.00,0.00,0.06,0.35
portal_2266,0.38,0.00,0.00,0.00,0.00,9.62,0.00,0.00,0.00,0.00,0.00
portal_2267,0.10,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.00,0.00
portal_2268,0.59,0.00,0.00,0.00,0.00,9.41,0.00,0.00,0.00,0.00,0.00
portal_2269,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2270,0.20,0.00,0.00,0.00,0.00,9.80,0.00,0.00,0.00,0.00,0.00
portal_2271,0.40,0.00,0.00,0.00,0.00,9.60,0.00,0.00,0.00,0.00,0.00
portal_2272,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_2273,0.03,0.00,0.00,0.00,0.00,9.97,0.00,0.00,0.00,0.00,0.00
portal_2274,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2275,0.06,0.00,0.00,0.00,0.02,9.89,0.00,0.00,0.00,0.00,0.03
portal_2276,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
portal_2277,0.65,0.00,0.00,0.00,0.00,7.45,0.00,0.11,0.00,0.79,1.00
portal_2278,0.99,0.00,0.00,0.00,0.00,9.01,0.00,0.00,0.00,0.00,0.00
portal_2279,0.19,0.00,0.00,0.00,0.00,9.76,0.00,0.02,0.00,0.01,0.02
portal_2280,0.20,0.00,0.00,0.00,0.00,9.78,0.00,0.00,0.00,0.00,0.02
portal_2281,0.89,0.00,0.00,0.00,0.00,9.11,0.00,0.00,0.00,0.00,0.00
portal_2282,0.12,0.00,0.00,0.00,0.00,9.88,0.00,0.00,0.00,0.00,0.00
portal_2283,2.22,0.00,0.01,0.00,0.01,5.72,0.32,0.02,0.01,0.23,1.48
portal_2284,1.14,0.00,0.00,0.00,0.00,8.80,0.00,0.00,0.00,0.00,0.05
portal_2285,0.06,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.01,0.00
portal_2286,0.80,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,0.00
portal_2287,0.01,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00
portal_2288,1.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00
portal_2289,0.09,0.00,0.01,0.00,0.24,9.60,0.02,0.01,0.00,0.00,0.03
portal_2290,0.09,0.00,0.00,0.00,0.01,9.89,0.00,0.00,0.00,0.00,0.00
portal_2291,0.12,0.00,0.01,0.00,0.09,9.09,0.00,0.00,0.00,0.00,0.69
portal_2292,0.51,0.00,0.00,0.00,0.00,9.46,0.00,0.00,0.00,0.00,0.03
portal_2293,0.06,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.00,0.00
portal_2294,0.07,0.00,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.00,0.01
portal_2295,0.16,0.00,0.00,0.00,0.00,9.81,0.00,0.00,0.00,0.00,0.03
portal_2296,0.13,0.00,0.01,0.00,0.00,8.67,0.01,0.02,0.00,0.00,1.15
portal_2297,0.06,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.00,0.00
portal_2298,0.50,0.00,0.00,0.00,0.00,9.50,0.00,0.00,0.00,0.00,0.00
portal_2299,0.86,0.00,0.00,0.00,0.00,9.14,0.00,0.00,0.00,0.00,0.00
